person,title,date,url
David Roodman,Senior Advisor,2017-05-05,https://web.archive.org/web/20170505170243/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-05-05,https://web.archive.org/web/20170505170243/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-05-05,https://web.archive.org/web/20170505170243/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-05-05,https://web.archive.org/web/20170505170243/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-05-19,https://web.archive.org/web/20170519154502/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-05-23,https://web.archive.org/web/20170523202105/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-06-01,https://web.archive.org/web/20170601195238/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-06-05,https://web.archive.org/web/20170605162258/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-06-06,https://web.archive.org/web/20170606123317/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-06-10,https://web.archive.org/web/20170610224522/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-06-11,https://web.archive.org/web/20170611221950/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-06-15,https://web.archive.org/web/20170615161811/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-07-05,https://web.archive.org/web/20170705163813/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Dev Basumallik,Grants Associate,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Michael Levine,Communications Officer,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-07-14,https://web.archive.org/web/20170714141919/http://www.openphilanthropy.org:80/about/team
